Gender;Age;Smoker_Status;Name;Company;TotalScore;WholeLifeScore;TermsScore;PremiumTerm_Years;AnnualPremium;Number_of_Covered_Major_Illnesses;Number_of_Covered_Early_Illnesses;Maximum_Payout;Waiting_Period;Issue_Age
Male;25;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 3,763;62;54;900.0%;60 Days;Age 0 to Age 50
Male;25;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 3,815;58;44;900.0%;90 Days;Age 0 to Age 55
Male;25;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 3,656;62;54;500.0%;60 Days;Age 0 to Age 50
Male;25;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 3,840;62;45;500.0%;60 Days;Age 0 to Age 45
Male;25;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 2,880;53;3;500.0%;90 Days;Age 0 to Age 55
Male;25;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 3,453;55;39;600.0%;90 Days;Age 0 to Age 55
Male;25;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 3,215;55;39;420.0%;90 Days;Age 0 to Age 55
Male;30;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 5,367;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;30;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 5,783;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;30;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 5,791;93;101;900.0%;90 Days;Age 0 to Age 50
Male;30;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 3,612;71;117;700.0%;60 Days;Age 0 to Age 50
Male;30;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 4,706;63;75;1300.0%;60 Days;Age 0 to Age 60
Male;30;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 3,372;69;69;Not specified;60 Days;Age 0 to Age 55
Male;30;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 3,200;69;69;720.0%;60 Days;Age 0 to Age 55
Male;30;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 4,259;62;65;1152.0%;90 Days;Age 0 to Age 55
Male;30;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 3,912;62;65;1121.0%;90 Days;Age 0 to Age 55
Male;30;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 3,422;68;50;740.0%;60 Days;Age 0 to Age 55
Male;30;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 3,808;60;44;900.0%;90 Days;Age 0 to Age 60
Male;30;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 3,651;63;75;1000.0%;60 Days;Age 0 to Age 60
Male;30;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 3,938;89;76;500.0%;60 Days;Age 0 to Age 50
Male;30;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 4,828;93;101;800.0%;90 Days;Age 0 to Age 50
Male;30;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 3,757;60;44;680.0%;90 Days;Age 0 to Age 60
Male;30;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 3,183;71;117;500.0%;60 Days;Age 0 to Age 50
Male;30;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 3,486;71;127;700.0%;60 Days;Age 0 to Age 50
Male;30;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 3,449;58;44;900.0%;90 Days;Age 0 to Age 55
Male;30;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,325;60;63;500.0%;90 Days;Age 0 to Age 60
Male;30;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 3,385;69;83;500.0%;60 Days;Age 0 to Age 50
Male;30;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 4,320;63;62;1100.0%;90 Days;Age 0 to Age 50
Male;30;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 4,637;60;30;700.0%;90 Days;Age 0 to Age 60
Male;30;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,975;56;71;900.0%;90 Days;Age 0 to Age 49
Male;30;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 3,543;64;62;950.0%;90 Days;Age 0 to Age 50
Male;30;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 3,387;65;56;500.0%;60 Days;Age 0 to Age 55
Male;30;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 3,673;88;88;420.0%;90 Days;Age 0 to Age 50
Male;30;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 3,490;60;44;500.0%;90 Days;Age 0 to Age 60
Male;30;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 3,597;63;62;900.0%;90 Days;Age 0 to Age 50
Male;30;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 4,548;62;54;900.0%;60 Days;Age 0 to Age 50
Male;30;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 4,212;58;44;900.0%;90 Days;Age 0 to Age 55
Male;30;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 4,421;62;54;500.0%;60 Days;Age 0 to Age 50
Male;30;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 4,266;62;45;500.0%;60 Days;Age 0 to Age 45
Male;30;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 3,387;53;3;500.0%;90 Days;Age 0 to Age 55
Male;30;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 3,279;55;39;600.0%;90 Days;Age 0 to Age 55
Male;30;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 3,717;55;39;420.0%;90 Days;Age 0 to Age 55
Male;40;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 7,778;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;40;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 8,381;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;40;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 8,148;93;101;900.0%;90 Days;Age 0 to Age 50
Male;40;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 5,274;71;117;700.0%;60 Days;Age 0 to Age 50
Male;40;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 6,545;63;75;1300.0%;60 Days;Age 0 to Age 60
Male;40;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 4,982;69;69;Not specified;60 Days;Age 0 to Age 55
Male;40;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 4,805;69;69;720.0%;60 Days;Age 0 to Age 55
Male;40;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 6,083;62;65;1152.0%;90 Days;Age 0 to Age 55
Male;40;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 5,613;62;65;1121.0%;90 Days;Age 0 to Age 55
Male;40;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 4,925;68;50;740.0%;60 Days;Age 0 to Age 55
Male;40;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 5,411;60;44;900.0%;90 Days;Age 0 to Age 60
Male;40;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 5,292;63;75;1000.0%;60 Days;Age 0 to Age 60
Male;40;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 5,295;89;76;500.0%;60 Days;Age 0 to Age 50
Male;40;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 6,667;93;101;800.0%;90 Days;Age 0 to Age 50
Male;40;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 5,035;60;44;680.0%;90 Days;Age 0 to Age 60
Male;40;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 4,466;71;117;500.0%;60 Days;Age 0 to Age 50
Male;40;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 5,076;71;127;700.0%;60 Days;Age 0 to Age 50
Male;40;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 5,027;58;44;900.0%;90 Days;Age 0 to Age 55
Male;40;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 4,538;60;63;500.0%;90 Days;Age 0 to Age 60
Male;40;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 5,026;69;83;500.0%;60 Days;Age 0 to Age 50
Male;40;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 5,990;63;62;1100.0%;90 Days;Age 0 to Age 50
Male;40;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 6,191;60;30;700.0%;90 Days;Age 0 to Age 60
Male;40;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 5,676;56;71;900.0%;90 Days;Age 0 to Age 49
Male;40;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 4,985;64;62;950.0%;90 Days;Age 0 to Age 50
Male;40;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 4,722;65;56;500.0%;60 Days;Age 0 to Age 55
Male;40;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 4,941;88;88;420.0%;90 Days;Age 0 to Age 50
Male;40;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 4,678;60;44;500.0%;90 Days;Age 0 to Age 60
Male;40;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 5,192;63;62;900.0%;90 Days;Age 0 to Age 50
Male;40;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 6,599;62;54;900.0%;60 Days;Age 0 to Age 50
Male;40;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 5,696;58;44;900.0%;90 Days;Age 0 to Age 55
Male;40;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 6,416;62;54;500.0%;60 Days;Age 0 to Age 50
Male;40;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 5,574;62;45;500.0%;60 Days;Age 0 to Age 45
Male;40;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 4,650;53;3;500.0%;90 Days;Age 0 to Age 55
Male;40;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 4,478;55;39;600.0%;90 Days;Age 0 to Age 55
Male;40;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 5,246;55;39;420.0%;90 Days;Age 0 to Age 55
Male;45;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 9,411;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;45;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 10,140;68;102;1374.0%;90 Days;Age 0 to Age 50
Male;45;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 9,811;93;101;900.0%;90 Days;Age 0 to Age 50
Male;45;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 6,329;71;117;700.0%;60 Days;Age 0 to Age 50
Male;45;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 7,962;63;75;1300.0%;60 Days;Age 0 to Age 60
Male;45;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 6,764;69;69;Not specified;60 Days;Age 0 to Age 55
Male;45;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 6,591;69;69;720.0%;60 Days;Age 0 to Age 55
Male;45;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 7,187;62;65;1152.0%;90 Days;Age 0 to Age 50
Male;45;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 6,665;62;65;1121.0%;90 Days;Age 0 to Age 50
Male;45;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 5,786;68;50;740.0%;60 Days;Age 0 to Age 55
Male;45;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 6,412;60;44;900.0%;90 Days;Age 0 to Age 60
Male;45;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 6,494;63;75;1000.0%;60 Days;Age 0 to Age 60
Male;45;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 6,519;89;76;500.0%;60 Days;Age 0 to Age 50
Male;45;Non Smoker;Health Critical Illness Extended Care III;Prudential | 保誠保險;9.0 / 10;8.8 / 10;9.2 / 10;25;USD 6,509;56;61;860.0%;90 Days;Age 0 to Age 49
Male;45;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 7,942;93;101;800.0%;90 Days;Age 0 to Age 50
Male;45;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 5,996;60;44;680.0%;90 Days;Age 0 to Age 60
Male;45;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 5,289;71;117;500.0%;60 Days;Age 0 to Age 50
Male;45;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 6,103;71;127;700.0%;60 Days;Age 0 to Age 50
Male;45;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 6,191;58;44;900.0%;90 Days;Age 0 to Age 55
Male;45;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 5,491;60;63;500.0%;90 Days;Age 0 to Age 60
Male;45;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 5,985;69;83;500.0%;60 Days;Age 0 to Age 50
Male;45;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 7,028;60;30;700.0%;90 Days;Age 0 to Age 60
Male;45;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 7,239;63;62;1100.0%;90 Days;Age 0 to Age 50
Male;45;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 6,687;56;71;900.0%;90 Days;Age 0 to Age 49
Male;45;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 5,958;64;62;950.0%;90 Days;Age 0 to Age 50
Male;45;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 5,698;65;56;500.0%;60 Days;Age 0 to Age 55
Male;45;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 5,629;88;88;420.0%;90 Days;Age 0 to Age 50
Male;45;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 5,602;60;44;500.0%;90 Days;Age 0 to Age 60
Male;45;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 6,206;63;62;900.0%;90 Days;Age 0 to Age 50
Male;45;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 7,669;62;54;900.0%;60 Days;Age 0 to Age 50
Male;45;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 6,705;58;44;900.0%;90 Days;Age 0 to Age 55
Male;45;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 7,462;62;54;500.0%;60 Days;Age 0 to Age 50
Male;45;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 6,537;62;45;500.0%;60 Days;Age 0 to Age 45
Male;45;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 5,552;53;3;500.0%;90 Days;Age 0 to Age 55
Male;45;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 6,465;55;39;600.0%;90 Days;Age 0 to Age 55
Male;45;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 6,144;55;39;420.0%;90 Days;Age 0 to Age 55
Female;0;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 2,466;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;0;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 2,528;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;0;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 2,910;93;101;900.0%;90 Days;Age 0 to Age 50
Female;0;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 1,632;71;117;700.0%;60 Days;Age 0 to Age 50
Female;0;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 2,118;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;0;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 1,514;69;69;Not specified;60 Days;Age 0 to Age 55
Female;0;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 1,514;69;69;720.0%;60 Days;Age 0 to Age 55
Female;0;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 1,976;62;65;1152.0%;90 Days;Age 0 to Age 55
Female;0;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 1,811;62;65;1121.0%;90 Days;Age 0 to Age 55
Female;0;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 1,793;68;50;740.0%;60 Days;Age 0 to Age 55
Female;0;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 1,739;60;44;900.0%;90 Days;Age 0 to Age 60
Female;0;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 1,806;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;0;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 2,192;89;76;500.0%;60 Days;Age 0 to Age 50
Female;0;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 2,088;93;101;800.0%;90 Days;Age 0 to Age 50
Female;0;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 1,843;60;44;680.0%;90 Days;Age 0 to Age 60
Female;0;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 1,448;71;117;500.0%;60 Days;Age 0 to Age 50
Female;0;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 1,671;71;127;700.0%;60 Days;Age 0 to Age 50
Female;0;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 1,631;58;44;900.0%;90 Days;Age 0 to Age 55
Female;0;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 1,451;60;63;500.0%;90 Days;Age 0 to Age 60
Female;0;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 1,587;69;83;500.0%;60 Days;Age 0 to Age 50
Female;0;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 1,853;60;30;700.0%;90 Days;Age 0 to Age 60
Female;0;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 1,964;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;0;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 1,907;64;62;950.0%;90 Days;Age 0 to Age 50
Female;0;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 1,423;65;56;500.0%;60 Days;Age 0 to Age 55
Female;0;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 1,705;60;44;500.0%;90 Days;Age 0 to Age 60
Female;0;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 1,688;63;62;900.0%;90 Days;Age 0 to Age 50
Female;0;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;20;USD 1,810;62;54;900.0%;60 Days;Age 0 to Age 50
Female;0;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 2,060;58;44;900.0%;90 Days;Age 0 to Age 55
Female;0;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;20;USD 1,744;62;54;500.0%;60 Days;Age 0 to Age 50
