InsuranceName;Company;Average;WholeLifeScore;TermsScore;Gender;Age;Smoker;PriceYear
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Female;0;Non Smoker;1,907
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Female;0;Non Smoker;1,843
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Female;0;Non Smoker;1,806
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Female;0;Non Smoker;1,451
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Female;0;Non Smoker;1,853
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Female;0;Non Smoker;1,705
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Female;0;Non Smoker;1,631
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Female;0;Non Smoker;1,810
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Female;0;Non Smoker;2,060
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Female;0;Non Smoker;1,946
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Female;0;Non Smoker;1,744
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Female;0;Non Smoker;1,376
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Female;0;Non Smoker;1,664
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Female;0;Non Smoker;1,785
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Female;0;Non Smoker;1,445
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Female;0;Non Smoker;1,481
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Female;0;Non Smoker;1,199
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Female;0;Non Smoker;1,667
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Female;0;Non Smoker;1,053
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Female;0;Non Smoker;722
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Female;0;Non Smoker;1,459
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Female;0;Non Smoker;1,033
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Female;0;Non Smoker;962
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Female;0;Non Smoker;1,415
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;0;Non Smoker;1,169
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Female;10;Non Smoker;2,163
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Female;10;Non Smoker;1,919
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Female;10;Non Smoker;1,871
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;10;Non Smoker;3,113
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;10;Non Smoker;3,248
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;10;Non Smoker;2,277
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;10;Non Smoker;2,490
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Female;10;Non Smoker;2,747
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Female;10;Non Smoker;2,424
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Female;10;Non Smoker;2,568
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Female;10;Non Smoker;2,028
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Female;10;Non Smoker;3,586
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Female;10;Non Smoker;1,889
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Female;10;Non Smoker;2,303
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Female;10;Non Smoker;2,107
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Female;10;Non Smoker;2,055
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Female;10;Non Smoker;2,102
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Female;10;Non Smoker;1,798
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Female;10;Non Smoker;2,649
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Female;10;Non Smoker;2,322
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Female;10;Non Smoker;2,366
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Female;10;Non Smoker;2,292
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Female;10;Non Smoker;1,933
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Female;10;Non Smoker;2,516
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Female;10;Non Smoker;2,180
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Female;10;Non Smoker;2,106
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Female;10;Non Smoker;2,297
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Female;10;Non Smoker;2,615
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Female;10;Non Smoker;2,441
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Female;10;Non Smoker;2,221
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Female;10;Non Smoker;1,794
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Female;10;Non Smoker;2,147
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Female;10;Non Smoker;2,304
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Female;10;Non Smoker;1,713
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Female;10;Non Smoker;1,835
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Female;10;Non Smoker;1,560
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Female;10;Non Smoker;1,829
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Female;10;Non Smoker;1,377
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Female;10;Non Smoker;1,007
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Female;10;Non Smoker;1,722
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Female;10;Non Smoker;1,257
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Female;10;Non Smoker;1,262
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Female;10;Non Smoker;1,845
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;10;Non Smoker;1,473
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Female;18;Non Smoker;2,688
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Female;18;Non Smoker;2,214
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Female;18;Non Smoker;2,214
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;18;Non Smoker;3,909
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;18;Non Smoker;4,136
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;18;Non Smoker;2,730
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;18;Non Smoker;2,991
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Female;18;Non Smoker;3,411
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Female;18;Non Smoker;3,023
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Female;18;Non Smoker;3,048
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Female;18;Non Smoker;2,475
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Female;18;Non Smoker;4,398
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Female;18;Non Smoker;2,412
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Female;18;Non Smoker;2,921
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Female;18;Non Smoker;2,598
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Female;18;Non Smoker;2,556
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Female;18;Non Smoker;2,451
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Female;18;Non Smoker;2,245
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Female;18;Non Smoker;3,300
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Female;18;Non Smoker;2,865
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Female;18;Non Smoker;2,864
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Female;18;Non Smoker;2,820
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Female;18;Non Smoker;2,975
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Female;18;Non Smoker;2,486
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Female;18;Non Smoker;3,199
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Female;18;Non Smoker;2,642
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Female;18;Non Smoker;2,624
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Female;18;Non Smoker;2,914
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Female;18;Non Smoker;2,731
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Female;18;Non Smoker;3,128
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Female;18;Non Smoker;3,000
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Female;18;Non Smoker;2,821
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Female;18;Non Smoker;2,271
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Female;18;Non Smoker;2,646
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Female;18;Non Smoker;2,295
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Female;18;Non Smoker;2,097
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Female;18;Non Smoker;2,327
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Female;18;Non Smoker;1,892
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Female;18;Non Smoker;2,054
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Female;18;Non Smoker;1,785
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Female;18;Non Smoker;1,313
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Female;18;Non Smoker;2,122
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Female;18;Non Smoker;1,527
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Female;18;Non Smoker;1,628
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Female;18;Non Smoker;2,691
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Female;18;Non Smoker;2,295
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;18;Non Smoker;1,805
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Female;25;Non Smoker;3,224
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Female;25;Non Smoker;2,723
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Female;25;Non Smoker;2,694
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;25;Non Smoker;4,655
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;25;Non Smoker;4,884
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;25;Non Smoker;3,276
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;25;Non Smoker;3,576
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Female;25;Non Smoker;4,128
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Female;25;Non Smoker;3,684
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Female;25;Non Smoker;3,651
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Female;25;Non Smoker;3,003
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Female;25;Non Smoker;5,377
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Female;25;Non Smoker;2,757
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Female;25;Non Smoker;3,535
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Female;25;Non Smoker;3,106
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Female;25;Non Smoker;3,125
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Female;25;Non Smoker;2,886
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Female;25;Non Smoker;2,746
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Female;25;Non Smoker;4,077
Health Critical Illness Extended Care III;Prudential | 保誠保險;8.6;8.9 / 10;6.3 / 10;Female;25;Non Smoker;3,668
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Female;25;Non Smoker;3,437
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Female;25;Non Smoker;3,449
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Female;25;Non Smoker;3,398
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Female;25;Non Smoker;3,626
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Female;25;Non Smoker;2,884
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Female;25;Non Smoker;4,003
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Female;25;Non Smoker;3,181
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Female;25;Non Smoker;3,191
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Female;25;Non Smoker;3,656
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Female;25;Non Smoker;3,303
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Female;25;Non Smoker;3,672
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Female;25;Non Smoker;3,513
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Female;25;Non Smoker;3,541
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Female;25;Non Smoker;2,837
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Female;25;Non Smoker;3,258
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Female;25;Non Smoker;3,500
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Female;25;Non Smoker;2,532
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Female;25;Non Smoker;2,907
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Female;25;Non Smoker;2,078
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Female;25;Non Smoker;2,647
PRUHealth Critical Illness First Protect II;Prudential | 保誠保險;5.3;5.6 / 10;2.8 / 10;Female;25;Non Smoker;2,349
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Female;25;Non Smoker;2,247
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Female;25;Non Smoker;1,709
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Female;25;Non Smoker;2,536
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Female;25;Non Smoker;1,821
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Female;25;Non Smoker;2,045
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Female;25;Non Smoker;3,265
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Female;25;Non Smoker;2,861
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;25;Non Smoker;2,217
EasyWell Critical Illness Protector;Prudential | 保誠保險;4.6;4.9 / 10;1.8 / 10;Female;25;Non Smoker;1,703
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Female;30;Non Smoker;3,776
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Female;30;Non Smoker;3,209
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Female;30;Non Smoker;3,143
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;30;Non Smoker;5,127
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;30;Non Smoker;5,528
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;30;Non Smoker;3,738
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;30;Non Smoker;4,070
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Female;30;Non Smoker;4,833
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Female;30;Non Smoker;4,286
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Female;30;Non Smoker;4,133
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Female;30;Non Smoker;3,531
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Female;30;Non Smoker;6,237
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Female;30;Non Smoker;3,270
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Female;30;Non Smoker;4,103
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Female;30;Non Smoker;3,636
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Female;30;Non Smoker;3,651
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Female;30;Non Smoker;3,230
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Female;30;Non Smoker;3,256
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Female;30;Non Smoker;4,753
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Female;30;Non Smoker;3,906
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Female;30;Non Smoker;4,013
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Female;30;Non Smoker;3,882
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Female;30;Non Smoker;4,247
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Female;30;Non Smoker;3,335
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Female;30;Non Smoker;4,700
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Female;30;Non Smoker;3,701
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Female;30;Non Smoker;3,668
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Female;30;Non Smoker;4,360
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Female;30;Non Smoker;3,883
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Female;30;Non Smoker;4,127
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Female;30;Non Smoker;3,873
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Female;30;Non Smoker;4,220
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Female;30;Non Smoker;3,366
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Female;30;Non Smoker;3,732
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Female;30;Non Smoker;3,252
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Female;30;Non Smoker;2,936
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Female;30;Non Smoker;3,423
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Female;30;Non Smoker;2,261
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Female;30;Non Smoker;3,051
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Female;30;Non Smoker;2,675
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Female;30;Non Smoker;2,062
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Female;30;Non Smoker;2,929
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Female;30;Non Smoker;2,076
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Female;30;Non Smoker;2,441
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Female;30;Non Smoker;3,660
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Female;30;Non Smoker;3,252
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;30;Non Smoker;2,625
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Female;35;Non Smoker;4,448
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Female;35;Non Smoker;3,971
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Female;35;Non Smoker;4,016
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;35;Non Smoker;5,985
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;35;Non Smoker;6,477
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;35;Non Smoker;4,394
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;35;Non Smoker;4,782
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Female;35;Non Smoker;5,598
